# mangaid     objra           objdec             nsa_z       W80_mean             W80_75th             frac_spx                flag1   flag2  
  1-338963    115.316252031   44.9160264027      0.0500591   231.62371821932337   240.81469649087947   0.5563241106719368      0       0      
  1-339010    115.964007538   44.7243293414      0.0313198   340.0223009595619    357.6277955349628    0.46259541984732827     1       2      
  1-339028    116.097926044   44.5277414829      0.049657    469.70700538701567   566.6932907471939    0.07509157509157509     0       0      
  1-339041    116.657135061   44.7905163357      0.030805    306.15015975109156   383.9856230115765    0.007982969664715274    0       0      
  1-339042    116.913117872   44.4627901849      0.0531292   216.48353289415834   221.64536741697867   0.26065773447015833     0       0      
  1-339057    117.471453804   44.8731552648      0.0489803   311.5015974508889    347.444089464453     0.11538461538461539     0       0      
  1-339061    117.144342496   44.6882851596      0.0203541   409.46134537283893   595.746805124825     0.2266500622665006      0       0      
  1-339092    117.418414871   44.8960154584      0.0500507   ""                   ""                   0.0                     0       0      
  1-339094    117.472421015   45.2484834965      0.0312591   376.1836483395558    426.8170926610737    0.6693548387096774      1       4      
  1-339111    117.964463339   46.0694301321      0.0517526   ""                   ""                   0.0                     0       0      
  1-339116    117.241187951   44.9860564855      0.0239461   226.02602356547467   222.84345048409742   0.43907156673114117     0       0      
  1-339120    117.364038937   45.5329185307      0.129417    292.352574869651     316.8929712529235    0.7866666666666666      0       0      
  1-339125    117.739943026   45.9895292443      0.0533814   ""                   ""                   0.0                     0       0      
  1-339132    117.950149278   46.0519833875      0.0536385   ""                   ""                   0.0                     0       0      
  1-339138    117.318152949   46.2050395381      0.0381633   337.6026928416914    263.5782747661367    0.19672131147540983     0       0      
  1-339163    116.280206992   46.0724212288      0.0312375   335.24663122762354   384.5846645451358    0.25034642032332566     1       3      
  1-339166    116.389688776   45.7723275492      0.0316755   ""                   ""                   0.0                     0       0      
  1-339192    116.74926876    46.9714843326      0.0278348   199.01750948916842   202.47603834307776   0.40083507306889354     0       0      
  1-339218    116.577192812   46.8175802205      0.0755978   ""                   ""                   0.0                     0       0      
  1-339233    116.763969988   46.5344816505      0.02753     250.4773427659264    264.7763578332556    0.4720670391061452      0       0      
  1-339258    117.291419677   46.4618830471      0.0382298   220.26323100911404   239.61661342376067   0.41317365269461076     0       0      
  1-339291    118.797118458   46.3003520467      0.0225849   195.7293109828129    198.88178914172136   0.4669421487603306      0       0      
  1-339295    118.432971579   47.2480042699      0.0436477   186.54716212856536   195.28753994036495   0.11086309523809523     0       0      
  1-339300    118.655540478   46.9882207166      0.0171618   213.14819366402833   219.249201282741     0.43237250554323725     0       0      
  1-351470    120.836149035   48.5884299309      0.0582017   ""                   ""                   0.0                     0       0      
  1-351474    119.623484735   47.6531184648      0.0599654   215.0199025867916    220.4472843498598    0.33252574197456086     0       0      
  1-351478    120.590486791   48.5328708666      0.0585086   ""                   ""                   0.0                     0       0      
  1-351506    119.284483439   47.7656374167      0.0228162   194.74239141674514   202.47603834307776   0.4757201646090535      0       0      
  1-351511    119.315453104   47.8030370862      0.0227374   211.62993144016525   219.249201282741     0.4972067039106145      0       0      
  1-351538    119.145123564   47.5638513288      0.0691559   ""                   ""                   0.0                     0       0      
  1-351563    117.863904515   48.5950068961      0.0419966   246.61969420894323   243.5103833918968    0.21818181818181817     0       0      
  1-351566    118.10650806    47.7779786348      0.0307532   ""                   ""                   0.0                     0       0      
  1-351572    117.541010049   48.4788833697      0.0223953   284.0773443870596    277.9552715715624    0.25                    0       0      
  1-351575    117.405273503   48.5156647136      0.0225772   209.22225374437755   214.4568690142658    0.1768595041322314      0       0      
  1-351596    118.574831205   49.7995147266      0.0554277   201.968194177314     213.25878594714698   0.5611390284757118      0       0      
  1-351614    119.25776011    49.5673728539      0.0116837   246.10239002749034   243.8099041586765    0.039334341906202726    0       0      
  1-351622    119.520944232   49.4179395209      0.0585982   ""                   ""                   0.0                     0       0      
  1-351628    119.334252905   49.1140687125      0.0591232   ""                   ""                   0.0                     0       0      
  1-351692    121.429548612   48.9337751432      0.0550971   ""                   ""                   0.0                     0       0      
  1-351694    121.418795882   49.1312772845      0.0556468   434.4762665544404    449.580670936331     0.06140350877192982     0       0      
  1-351702    122.261749357   50.1786740151      0.0167758   204.99862091605215   207.26837061155297   0.75                    0       0      
  1-351716    122.077051466   49.6334822775      0.134602    ""                   ""                   0.0                     0       0      
  1-351719    122.240261573   50.0162986148      0.134953    ""                   ""                   0.0                     1       3      
  1-351743    122.354796604   50.2638981557      0.0163769   193.58343421135746   196.48562300748375   0.6321989528795812      0       0      
  1-351746    122.510288807   50.7208375325      0.0721227   1168.3306709520198   1307.707667760174    0.02857142857142857     0       0      
  1-351751    121.611557533   50.1196932665      0.0952311   ""                   ""                   0.0                     0       0      
  1-351790    121.14792839    50.7085561945      0.0227214   247.27966337881364   259.9840255647804    0.905144694533762       0       0      
  1-351792    121.17245095    50.7185278544      0.0226179   213.09979450314208   208.46645367867177   0.6452971455311184      0       0      
  1-351815    119.997739983   50.0969369513      0.0954101   ""                   ""                   0.0                     0       0      
  1-351818    120.607075466   50.2364597465      0.0163486   202.15448198855134   206.07028754443417   0.6997140133460439      0       0      
  1-351869    121.0907101     51.8455595933      0.0548468   ""                   ""                   0.0                     0       0      
  1-351911    122.030347886   51.751244244       0.0419851   216.3125465467957    221.64536741697862   0.5057034220532319      0       0      
  1-351919    121.834404691   51.1316070317      0.0175332   ""                   ""                   0.0                     0       0      
  1-352081    123.587847762   52.77350665        0.0397008   286.341853041394     288.1389776420722    0.01485148514851485     0       0      
  1-352103    123.039644476   52.4552293371      0.0187379   216.68306899910064   218.05111821562224   0.5347480106100796      0       0      
  1-352114    123.150217943   52.734220452       0.0402719   202.9559621077162    210.8626198129094    0.38555555555555554     0       0      
  1-352130    122.679954573   52.5219820689      0.0189349   207.89593793242477   210.8626198129094    0.5384615384615384      0       0      
  1-352245    123.259945817   53.519393599       0.0417995   ""                   ""                   0.0                     1       2      
  1-36645     40.4863736549   -1.03059236972     0.0439803   200.03379209087404   204.8722044773154    0.046804680468046804    0       0      
  1-36832     40.8804658761   0.306821500727     0.0266695   226.44558181089536   220.74680511663954   0.12719665271966527     1       3      
  1-36833     40.5568647331   0.3829490791       0.0220271   269.15138026936353   247.7036741268126    0.31956912028725315     0       0      
  1-36849     40.9690483092   0.152646263184     0.0273106   231.78353231827052   240.21565495732008   0.2375                  0       0      
  1-36877     42.3180767201   -0.774108962905    0.137576    ""                   ""                   0.0                     0       0      
  1-36878     42.5421244387   -0.867115967443    0.0231851   325.2055138815287    316.29392971936403   0.11664482306684142     0       0      
  1-36880     42.3874325272   -0.784442553068    0.0236987   201.32649639470043   207.268370611553     0.6080627099664053      0       0      
  1-36890     42.5327611629   -0.266960497214    0.0290844   ""                   ""                   0.0                     0       0      
  1-36892     42.2280037733   -0.966787630477    0.023073    217.8521912157987    225.23961661833505   0.5805038335158818      0       0      
  1-36897     42.27915        -0.90221           0.0249439   215.01537390269712   218.0511182156222    0.19954988747186797     0       0      
  1-36899     42.416649866    -0.636905831744    0.0244203   221.5938369624789    228.83386581969143   0.2547945205479452      0       0      
  1-36905     42.3974310935   -0.723676197278    0.0218904   202.71039828490905   209.6645367457906    0.7307949231796927      0       0      
  1-36919     42.0327818599   -0.752315928466    0.0457756   199.49625154644167   207.26837061155297   0.30811470408785846     0       0      
  1-36923     42.142438677    -0.549874110229    0.0245043   208.6654133215868    209.6645367457906    0.42290076335877863     0       0      
  1-36925     41.8404859495   -0.462490551761    0.0751583   ""                   ""                   0.0                     1       4      
  1-36942     41.7626451163   -0.647954033272    0.0448659   ""                   ""                   0.0                     0       0      
  1-36945     41.6431103101   -0.843537381902    0.042869    274.5501933808037    275.5591054373248    0.04025423728813559     0       0      
  1-36977     41.4931915999   -0.449181093753    0.0289556   349.64057508750403   364.21725240411627   0.02553191489361702     0       0      
  1-37018     41.2805684533   0.950165001317     0.024507    195.26091587220674   203.37460064341687   0.06545454545454546     0       0      
  1-37034     41.3789555443   0.920638397764     0.0244672   ""                   ""                   0.0                     0       0      
  1-37036     41.6999087151   0.421577106474     0.0282739   491.0268570394721    522.663738030578     0.14988290398126464     0       0      
  1-37039     41.6857515758   0.369536241384     0.0438923   ""                   ""                   0.0                     0       0      
  1-37062     41.8463658412   0.05875669652      0.0247818   396.58810055721295   496.0063897871846    0.20152091254752852     0       0      
  1-37068     42.1984450083   -0.10918489701     0.0246723   565.5451278078718    818.5902556089225    0.075                   0       0      
  1-37079     42.0923363863   0.98646544284      0.0273941   ""                   ""                   0.0                     0       0      
  1-37084     42.7394299674   0.369408313151     0.0442102   469.21779087070803   484.02555911599654   0.13484848484848486     0       0      
  1-37211     42.5702667337   0.0919901487903    0.0280766   180.28369798589824   188.0990415376521    0.10358391608391608     1       4      
  1-37213     42.4165410114   -0.0698507357271   0.0282334   204.57819636268493   210.8626198129094    0.21059431524547803     0       0      
  1-373011    222.034919523   31.7103507107      0.0328361   ""                   ""                   0.0                     0       0      
  1-373057    222.190590833   31.6870424105      0.032223    ""                   ""                   0.0                     0       0      
  1-373100    223.612367837   30.9085092876      0.0305647   300.71884984681964   318.6900958536017    0.19384615384615383     0       0      
  1-373102    223.652055801   30.6180119147      0.051168    198.407970979584     204.8722044773154    0.28308676529388244     0       0      
  1-373136    223.210424178   30.4270964098      0.0495005   216.1341853082321    225.23961661833505   0.8195364238410596      0       0      
  1-373161    222.810069402   30.6922457183      0.0547198   397.3606830927302    409.7444089546308    0.40794223826714804     0       0      
  1-373175    222.833618691   30.6638343718      0.0500068   ""                   ""                   0.0                     0       0      
  1-373191    222.940610073   30.2943710037      0.0640463   ""                   ""                   0.0                     0       0      
  1-373219    222.211849357   30.5643527667      0.0607385   ""                   ""                   0.0                     0       0      
  1-373327    222.976271051   31.2801437799      0.0886369   ""                   ""                   0.0                     0       0      
  1-373351    223.251556223   31.0403599876      0.0884691   ""                   ""                   0.0                     0       0      
  1-373354    223.406567136   31.4392754936      0.053868    ""                   ""                   0.0                     0       0      
  1-373381    223.710919656   30.9579986515      0.0248984   201.34717785317025   203.67412141019656   0.4677754677754678      0       0      
  1-373407    224.010716887   31.5315309772      0.0844083   ""                   ""                   0.0                     0       0      
  1-375009    232.158403728   28.3332857268      0.0732132   ""                   ""                   0.0                     0       0      
  1-375053    233.840977841   27.124639923       0.0937333   287.7250476553638    295.92651757834443   0.6174911660777385      0       0      
  1-375129    232.433422253   27.1119839323      0.0452997   267.63136429107055   242.01277955799827   0.23305785123966943     0       0      
  1-375134    232.551073651   27.1341167912      0.0326025   ""                   ""                   0.0                     0       0      
  1-375213    232.096990969   28.2294709688      0.0736221   227.8683220820556    238.41853035664184   0.1879460745440127      0       0      
  1-375364    233.186449362   28.0631382566      0.0729896   ""                   ""                   0.0                     0       0      
  1-37671     48.196618271    -1.02285447351     0.0815271   ""                   ""                   0.0                     0       0      
  1-37679     48.5733342944   -0.609696334691    0.115262    158.16209854052985   137.4800319518827    0.981404958677686       0       0      
  1-377125    112.22135952    41.3078118442      0.0584527   333.4899455062457    232.42811502104786   0.029876977152899824    1       0      
  1-377167    111.675692335   41.2234616502      0.0430718   198.57804977259266   206.07028754443417   0.583029197080292       0       0      
  1-377176    111.51652869    40.5579521159      0.050231    ""                   ""                   0.0                     0       0      
  1-377221    110.888511167   41.4349068759      0.0276224   244.15671767810562   250.3993610278299    0.05433746425166826     0       0      
  1-37727     47.7721826741   -0.546537826618    0.0282047   237.09502812547206   247.4041533600329    0.3514036786060019      1       2      
  1-37730     47.7587038228   -0.182277836162    0.0358869   196.27419658387456   203.67412141019656   0.2037037037037037      0       0      
  1-377321    110.556154654   42.1836428542      0.0443854   235.92554942910178   230.93051118714934   0.495                   0       0      
  1-377378    111.138150035   41.9506135859      0.0265521   251.18306950030612   274.361022370206     0.3220338983050847      1       3      
  1-377439    112.169426691   41.4730240551      0.119084    ""                   ""                   0.0                     0       0      
  1-377471    112.644838061   42.3290588306      0.119678    500.9248360627249    515.1757188610854    0.2878787878787879      0       0      
  1-377508    112.428340308   41.901214769       0.0871271   ""                   ""                   0.0                     0       0      
  1-377560    111.938062776   42.1806755052      0.0230548   249.75487496413842   228.83386581969143   0.42028985507246375     0       0      
  1-377576    111.602864657   43.0485628876      0.0252964   198.9656549564197    212.0607028800282    0.2680965147453083      0       0      
  1-377617    110.865858864   43.0516356107      0.10725     ""                   ""                   0.0                     0       0      
  1-377626    110.45060681    42.286307244       0.0699607   ""                   ""                   0.0                     0       0      
  1-377679    111.823845471   43.7848781245      0.0564511   241.1516573535066    281.2500000061391    0.13150684931506848     1       2      
  1-377686    112.079253021   43.3021184405      0.0437045   347.444089464453     416.93290735734354   0.0593607305936073      0       0      
  1-377702    112.514768348   43.3791832689      0.0263614   255.15761215872845   244.40894569223587   0.6077127659574468      0       0      
  1-377720    112.721756162   43.5007438516      0.143514    ""                   ""                   0.0                     1       2      
  1-377780    113.302861961   44.1067181578      0.0599336   211.57513617441174   204.8722044773154    0.45951417004048584     0       0      
  1-377781    113.355304783   44.1864789289      0.0556127   ""                   ""                   0.0                     0       0      
  1-377787    113.593160465   43.8912796041      0.0675931   ""                   ""                   0.0                     0       0      
  1-377841    113.747217977   43.4725190638      0.130943    ""                   ""                   0.0                     0       0      
  1-377978    112.69868022    46.0101157292      0.0212      205.1746332127046    206.07028754443417   0.30641733956651085     0       0      
  1-377986    112.855930903   45.3094822197      0.0791705   234.4657996076436    243.21086262511707   0.43197278911564624     0       0      
  1-377990    112.654605418   45.21218635        0.0688029   ""                   ""                   0.0                     0       0      
  1-378039    113.400181444   45.9433769279      0.0766511   352.15369694972236   319.2891373871611    0.693069306930693       0       0      
  1-378123    115.034945248   46.1723065612      0.0534601   ""                   ""                   0.0                     0       0      
  1-378148    114.924507865   45.912609695       0.0319834   473.5851209596755    506.1900958576945    0.02064896755162242     0       0      
  1-378164    114.455928451   46.3976622911      0.0321263   207.44148811895778   214.4568690142658    0.19972514887769124     0       0      
  1-378168    114.309703748   46.9375039058      0.147765    ""                   ""                   0.0                     0       0      
  1-378182    114.673017412   45.9436549273      0.0178659   206.318778847244     219.249201282741     0.09560906515580736     0       0      
  1-378237    113.326608857   46.3481928774      0.127436    ""                   ""                   0.0                     0       0      
  1-378271    114.4736549     47.9572200413      0.0209707   207.58560950819856   214.4568690142658    0.2020489470688674      0       0      
  1-378276    114.060173404   47.3396805172      0.0622079   ""                   ""                   0.0                     0       0      
  1-378327    115.304068393   47.6714784179      0.0210452   209.39478579153055   213.258785947147     0.3411764705882353      0       0      
  1-378360    115.387477093   47.8710058847      0.127488    ""                   ""                   0.0                     0       0      
  1-378373    116.28665       47.55237           0.0212825   210.87723058202062   219.249201282741     0.6356589147286822      0       0      
  1-378375    116.116060327   47.7311680931      0.0213276   197.46232116002625   201.57747604273868   0.3452157598499062      0       0      
  1-378394    117.427327979   49.5230768522      0.0808278   ""                   ""                   0.0                     0       0      
  1-378400    117.568593951   47.8894054153      0.0180264   198.31463575063282   202.47603834307776   0.32389162561576357     0       0      
  1-378401    117.904332288   48.000528304       0.0611745   ""                   ""                   0.0                     0       0      
  1-378403    117.451251659   48.1295623832      0.0180813   201.57589432001444   209.6645367457906    0.7275585050646175      0       0      
  1-378412    116.887259522   49.2467553242      0.0216787   190.06988818306257   196.48562300748375   0.5167958656330749      0       0      
  1-378428    116.522958437   48.8479689576      0.0327643   ""                   ""                   0.0                     0       0      
  1-378479    115.821209527   48.6669712026      0.081728    214.3670127842319    224.34105431799594   0.0535475234270415      0       0      
  1-378486    116.591106778   48.2968325245      0.02145     241.593197724366     255.19169329630512   0.3668730650154799      0       0      
  1-378500    115.672043115   48.8260523597      0.0971771   ""                   ""                   0.0                     0       0      
  1-378526    115.93947       48.137067          0.0180767   209.55562010332523   213.85782748070642   0.09322033898305085     1       0      
  1-378549    115.669066274   48.022175773       0.021357    229.76419547408295   236.0223642224043    0.624113475177305       0       0      
  1-378681    118.11969757    49.8387078559      0.0216588   ""                   ""                   0.0                     0       0      
  1-378715    118.328694856   50.1855392772      0.0182694   192.74951583679024   201.27795527595896   0.31870385561936015     0       0      
  1-378728    118.1981131     50.251194928       0.0235647   ""                   ""                   0.0                     0       0      
  1-378749    119.692171282   50.459723286       0.02236     230.1115512527562    233.62619808816663   0.47690655209452204     0       0      
  1-378753    119.988295378   50.427737229       0.0225905   222.1468905613539    228.83386581969143   0.5530546623794212      0       0      
  1-378770    119.120000702   50.2878655047      0.133623    ""                   ""                   0.0                     0       0      
  1-378795    118.925615484   50.1727724696      0.0967216   ""                   ""                   0.0                     1       4      
  1-378826    118.625672064   51.1214478894      0.0984371   ""                   ""                   0.0                     0       0      
  1-378844    118.890270835   50.4130958403      0.0220459   199.09015141426374   202.47603834307776   0.6448598130841121      0       0      
  1-378863    118.41049       50.77351           0.02129     199.82893899971054   206.07028754443417   0.5702576112412178      0       0      
  1-378881    117.46844143    50.7712316083      0.0212091   ""                   ""                   0.0                     0       0      
  1-378901    116.943082242   51.6460199117      0.100892    320.1901615020217    347.444089464453     0.3014037985136251      1       4      
  1-378903    117.022953768   51.9445031406      0.0195266   200.77279338571856   206.3698083112139    0.5376128385155466      0       0      
  1-378910    117.337806629   52.3511379162      0.0662235   ""                   ""                   0.0                     0       0      
  1-378957    117.511088812   51.6598396027      0.10138     ""                   ""                   0.0                     0       0      
  1-378966    118.176819925   52.0256335895      0.0695964   ""                   ""                   0.0                     0       0      
  1-379008    118.761277838   52.2274365406      0.0231706   261.633844870321     277.9552715715623    0.49193548387096775     1       4      
  1-379030    119.10579026    51.3445686487      0.0543574   ""                   ""                   0.0                     0       0      
  1-379045    118.872451166   52.0104987113      0.0224141   264.9780153792062    283.9456869071564    0.2376470588235294      0       0      
  1-379087    119.910115328   51.7923625696      0.0533759   225.68209047835046   228.83386581969143   0.2548877624909486      0       0      
  1-379124    120.547357773   51.7348775206      0.0545403   343.84984026309655   343.84984026309655   0.005555555555555556    0       0      
  1-379196    119.633813077   52.5979639759      0.0189968   206.63109238436218   206.66932907799355   0.10217391304347827     0       0      
  1-379199    119.779693162   52.7471754361      0.0191814   ""                   ""                   0.0                     0       0      
  1-379202    119.79886545    52.686961868       0.0411087   ""                   ""                   0.0                     0       0      
  1-379209    119.623553117   52.4169826473      0.0406569   293.03432979211493   285.1437699742752    0.4577259475218659      0       0      
  1-379214    119.601892134   52.768540321       0.0229356   834.3650159926532    1208.8658147228725   0.017518248175182483    0       0      
  1-379216    119.380754497   52.6828488931      0.0410145   ""                   ""                   0.0                     0       0      
  1-37923     47.956254832    -0.00308683646097  0.0369601   209.19205328270144   224.6405750847756    0.25448028673835127     0       0      
  1-379241    119.344699712   52.7127160486      0.0404722   ""                   ""                   0.0                     0       0      
  1-379243    119.237414816   52.6669249912      0.0186043   ""                   ""                   0.0                     0       0      
  1-379255    118.266564822   52.7432009155      0.0184619   240.8146964908795    240.8146964908795    0.009174311926605505    0       0      
  1-379261    118.805221904   52.8470892414      0.0232936   238.37574167567337   238.4185303566419    0.603648424543947       0       0      
  1-379277    118.145540555   52.8468553976      0.0361199   197.8430962830884    204.8722044773154    0.5177956371986223      0       0      
  1-379291    118.726922828   53.8462770857      0.0348771   264.82989679851903   259.9840255647804    0.6274143302180686      0       0      
  1-37931     47.9148954163   0.781728582267     0.0270447   265.813624381298     280.0519169390203    0.6081632653061224      0       0      
  1-379348    119.183463603   52.9890468961      0.0178415   ""                   ""                   0.0                     0       0      
  1-37936     48.0654771418   0.24045156252      0.0380462   202.44435826197605   209.6645367457906    0.4642857142857143      0       0      
  1-379375    119.898434811   53.1002139368      0.018835    ""                   ""                   0.0                     0       0      
  1-379380    119.627278961   53.3883331418      0.0711722   ""                   ""                   0.0                     0       0      
  1-379387    120.151378691   53.4591010713      0.0238171   327.4278396017267    310.0039936169904    0.2109090909090909      0       0      
  1-379410    120.23007       53.67056           0.0405624   220.6362867588438    231.23003195392906   0.5649546827794562      0       0      
  1-379430    120.993895508   53.5382976754      0.0240019   201.27795527595896   201.27795527595896   0.006756756756756757    0       0      
  1-379454    121.700818354   53.1996150945      0.0504393   179.3630191732442    194.38897764002584   0.07661612130885874     0       0      
  1-379490    123.191589434   54.1397196685      0.0412819   ""                   ""                   0.0                     0       0      
  1-379528    123.23127       54.34163           0.0412057   ""                   ""                   0.0                     0       0      
  1-379536    122.82642       54.74791           0.0327795   ""                   ""                   0.0                     0       0      
  1-379545    122.245088364   53.5098777398      0.100618    ""                   ""                   0.0                     0       0      
  1-379571    122.41118234    54.5521731771      0.0421016   203.58289681117736   208.46645367867177   0.3740506329113924      0       0      
  1-379605    121.128148258   54.1117439146      0.0411196   216.4859516518182    224.04153355121622   0.7552719200887902      0       0      
  1-37965     48.6427236336   0.532374876049     0.0209924   186.98311273799288   189.29712460477094   0.19167579408543264     0       0      
  1-379653    120.221838851   55.5631071782      0.0338268   ""                   ""                   0.0                     0       0      
  1-379660    119.973719867   55.374818222       0.0357313   376.99680512005017   428.9137380285316    0.013215859030837005    0       0      
  1-379708    121.054830354   55.3976652588      0.0324144   432.74760384331177   459.16533547328135   0.09070294784580499     0       0      
  1-37973     49.1085522243   0.321642725666     0.0213565   199.03213682073235   203.07507987663718   0.46112115732368897     0       0      
  1-379741    121.664731894   55.1470956778      0.0328685   359.957401498805     408.54632588751195   0.009523809523809525    1       3      
  1-379777    122.763174036   54.9290959544      0.0373217   206.21087892475933   212.0607028800282    0.48098159509202454     0       0      
  1-37980     50.50408        -1.05393           0.0265395   ""                   ""                   0.0                     1       3      
  1-37995     51.1150071408   -0.0863352016678   0.0364771   517.8286170811343    554.4129393092262    0.06698564593301436     1       4      
  1-37996     50.1713758746   -1.17610455905     0.0212637   224.57513357270616   226.43769968545382   0.4666666666666667      0       0      
  1-37998     50.1888813763   -1.05394484938     0.0207893   396.5654952163239    460.66293930717984   0.02                    0       0      
  1-38000     50.19091        -0.85163           0.021737    206.7603227286608    204.8722044773154    0.3875715453802126      0       0      
  1-38007     50.7416763778   0.0541373977095    0.035737    510.11109498644686   549.3210862739713    0.07829181494661921     1       3      
  1-38008     50.9308766221   -0.11843058098     0.0548073   ""                   ""                   0.0                     0       0      
  1-38011     49.9737624968   -1.14589957017     0.0403649   216.41899016637106   231.82907348748847   0.5302631578947369      0       0      
  1-38012     50.1451598284   -1.09589613201     0.0213555   243.11627711981825   252.4960063952878    0.2345679012345679      0       0      
  1-38014     49.8214420421   -0.969631342939    0.0538098   248.55525277746077   253.99361022918632   0.6868686868686869      0       0      
  1-38017     50.138413881    -0.339959846103    0.0382806   299.08687699030384   297.1246006454632    0.4785323965651834      1       3      
  1-38030     50.052447177    -0.540676700217    0.0377513   206.01596269947905   215.65495208138464   0.41867624422780914     0       0      
  1-38033     49.940137223    -0.077189233391    0.0369212   447.43147806592924   456.4696485722641    0.1557377049180328      0       0      
  1-38042     49.5116507923   -0.538961269538    0.021046    288.4312435805908    267.17252396749313   0.25130434782608696     1       2      
  1-38101     48.4384159113   -0.241460052673    0.0259804   413.8641331854253    447.7835463356528    0.10940499040307101     0       0      
  1-38103     48.3131835428   -0.0939093232241   0.0285588   348.64217253157176   341.453674128859     0.06204379562043796     0       0      
  1-38136     49.4836331115   1.04534962996      0.0366898   338.18617485489864   353.43450480004697   0.05314009661835749     0       0      
  1-38138     49.4063653965   0.815197441981     0.024074    195.00177494213364   198.88178914172136   0.6103074141048824      0       0      
  1-38155     49.7821722131   0.955959017951     0.0238831   221.08382765982      222.84345048409742   0.7625628140703518      0       0      
  1-38157     49.7676691625   0.937496943591     0.0375755   ""                   ""                   0.0                     0       0      
  1-38160     49.8456932706   0.823469663765     0.0335656   260.05919940428583   295.92651757834443   0.23480662983425415     0       0      
  1-38166     49.9468538118   0.623822203484     0.0246549   ""                   ""                   0.0                     0       0      
  1-38167     49.9459168383   0.584580029822     0.0241663   427.0272536410793    576.2779552841444    0.2170263788968825      0       0      
  1-38168     49.9293385832   0.565477825589     0.0243398   234.05750799232942   253.99361022918632   0.3784505788067676      1       2      
  1-38173     49.9732256506   0.391442192294     0.0238441   243.66259886353893   221.64536741697864   0.33516483516483514     0       0      
  1-38189     50.1997928211   0.185604406926     0.0375584   200.27955272002663   206.96884984477327   0.12949640287769784     0       0      
  1-38210     50.7135225204   0.139672286532     0.0228213   205.5698224657643    205.47124601087478   0.3038461538461538      0       0      
  1-38214     50.8270977687   0.939891848291     0.0364622   206.16316220079997   210.5630990461297    0.6013986013986014      0       0      
  1-38217     50.7719951681   0.354298684137     0.0523085   ""                   ""                   0.0                     0       0      
  1-38269     52.4277678708   -0.30884261668     0.148684    ""                   ""                   0.0                     0       0      
  1-38272     51.8784000559   -1.12778304465     0.025903    207.86400850003537   214.75638978104553   0.3330179754020814      0       0      
  1-38299     51.6942487239   -0.648169731434    0.0204935   286.64137380817374   297.4241214122429    0.012102874432677761    0       0      
  1-38319     51.6094639027   -0.311705946281    0.0376188   ""                   ""                   0.0                     0       0      
  1-38334     51.5812647501   -0.91264876048     0.0372126   201.6773162983319    210.8626198129094    0.011124845488257108    0       0      
  1-38347     51.2564602579   -0.192948313921    0.036589    ""                   ""                   0.0                     0       0      
  1-38352     51.2847361951   -0.544948058759    0.0375518   ""                   ""                   0.0                     0       0      
  1-38354     51.3271752151   -0.156467794213    0.0535042   ""                   ""                   0.0                     0       0      
  1-38373     51.1633976442   -0.178960875365    0.0360585   ""                   ""                   0.0                     0       0      
  1-38374     50.8885990777   -0.438535643413    0.0238287   285.80882832990034   288.7380191756316    0.3441011235955056      0       0      
  1-38377     50.9707741265   -0.554082387071    0.0408452   211.47847344268393   218.0511182156222    0.6484674329501916      0       0      
  1-38380     50.5013985806   -0.807105203712    0.035921    210.512410916367     220.4472843498598    0.15931372549019607     1       3      
  1-38381     51.0271154412   -1.05785891293     0.0251766   224.51774322458206   225.23961661833505   0.23816679188580014     0       0      
  1-38392     50.6830270556   -0.179573106464    0.0378185   202.11661342294215   204.8722044773154    0.2731411229135053      0       0      
  1-38398     50.3913688543   -0.178367722703    0.0252591   ""                   ""                   0.0                     0       0      
  1-383997    124.706752189   22.9545343893      0.0919205   289.9449116770674    280.6509584725797    0.11267605633802817     0       0      
  1-384038    125.395022114   23.2066662157      0.0930921   ""                   ""                   0.0                     0       0      
  1-384065    125.944507218   23.5893148394      0.0917049   79.07348242984102    112.61980830916752   0.04589371980676329     0       0      
  1-38428     50.9401586064   0.00743315679052   0.0360783   426.75718850771773   458.86581470650174   0.015432098765432098    0       0      
  1-384547    126.729182973   23.2324947972      0.0195464   ""                   ""                   0.0                     0       0      
  1-384548    126.535608471   23.7399228582      0.0545935   612.2204472977086    688.2987220597524    0.016042780748663103    0       0      
  1-384554    126.398536014   23.9591923311      0.0222054   230.22755428552352   251.59744409494868   0.17253521126760563     0       0      
  1-384621    127.105764037   24.6230579001      0.0883995   ""                   ""                   0.0                     0       0      
  1-38463     51.3696284737   0.278530103005     0.0226932   ""                   ""                   0.0                     0       0      
  1-38506     52.6213671199   0.752067673583     0.0305763   221.4117643479072    233.62619808816666   0.3219390926041019      0       0      
  1-38510     53.0233052819   0.479390407217     0.0220554   332.5878594321798    346.84504793089354   0.08130081300813008     0       0      
  1-38521     53.8141135283   -1.22860924524     0.03707     ""                   ""                   0.0                     0       0      
  1-38523     53.7801045531   -0.877233001745    0.036931    188.49840256002506   190.49520767188972   0.3829337094499295      0       0      
  1-38528     53.7267334058   -0.788922235044    0.0234125   219.1743210910461    211.1621405796891    0.5827814569536424      0       0      
  1-38541     54.095960737    -0.882664935104    0.0235779   285.70640566877853   298.32268371258203   0.4132420091324201      1       2      
  1-38543     54.0324255045   -0.596438683637    0.0234372   415.46559214031043   425.3194888271752    0.13484848484848486     1       4      
  1-38550     53.1714636534   -1.18362587541     0.0304509   198.23666749019586   203.67412141019653   0.1793598233995585      0       0      
